Original file: C:\Users\Prasanna\Documents\projects\temp-norm-gui\TestData - Analog\Working Trial.c3d
Date processed: 14-May-2019
Start of phase/cycle with respect to start of entire trial [s]:   6.88
End of phase/cycle with respect to entire trial [s]:   7.43
Analog sampling rate (Hz): 1000.00
Processed with TempNormGUI_v20190510

Frame,Time [s],Force,Moment,

6880.00000,0.00000,0.00000,0.00000,0.00000,-9.32492,92.92117,481.71796,0.00000,0.00000,0.00000,-66763.49219,-74049.71875,15191.23047
6881.00000,0.00100,0.00000,0.00000,0.00000,-3.90280,91.74841,479.72812,0.00000,0.00000,0.00000,-65467.54688,-74794.60938,14639.31250
6882.00000,0.00200,0.00000,0.00000,0.00000,-6.80043,92.23477,482.55933,0.00000,0.00000,0.00000,-66014.61719,-75325.51563,14765.64746
6883.00000,0.00300,0.00000,0.00000,0.00000,-10.02545,88.53210,483.59668,0.00000,0.00000,0.00000,-65937.89844,-74478.59375,14803.89453
6884.00000,0.00400,0.00000,0.00000,0.00000,-7.25980,91.78259,480.45074,0.00000,0.00000,0.00000,-66983.47656,-74612.59375,16196.08301
6885.00000,0.00500,0.00000,0.00000,0.00000,-6.67096,91.29526,481.06616,0.00000,0.00000,0.00000,-65500.10938,-74973.73438,14469.12793
6886.00000,0.00600,0.00000,0.00000,0.00000,-5.56325,93.04608,479.88046,0.00000,0.00000,0.00000,-65133.43359,-74928.46094,15787.45508
6887.00000,0.00700,0.00000,0.00000,0.00000,-8.96077,89.43594,478.62189,0.00000,0.00000,0.00000,-65353.10156,-74896.15625,15616.35254
6888.00000,0.00800,0.00000,0.00000,0.00000,-7.50159,91.74374,478.86533,0.00000,0.00000,0.00000,-65992.22656,-74810.81250,14748.87500
6889.00000,0.00900,0.00000,0.00000,0.00000,-5.19592,97.55139,479.42474,0.00000,0.00000,0.00000,-65028.24609,-73801.09375,17293.91406
6890.00000,0.01000,0.00000,0.00000,0.00000,-4.23886,95.84619,476.31546,0.00000,0.00000,0.00000,-62177.28516,-74717.21094,16244.56934
6891.00000,0.01100,0.00000,0.00000,0.00000,-9.12384,90.77005,483.28256,0.00000,0.00000,0.00000,-65997.17969,-74509.64844,16014.03027
6892.00000,0.01200,0.00000,0.00000,0.00000,-10.48669,91.86554,477.06131,0.00000,0.00000,0.00000,-65465.83594,-73968.81250,15599.67773
6893.00000,0.01300,0.00000,0.00000,0.00000,-9.45438,92.06940,479.51935,0.00000,0.00000,0.00000,-66269.75000,-73354.01563,15983.21484
